match_id,season,start_date,innings,batting_team,bowling_team,striker,runs_off_bat,balls_faced,strike_rate,50s,100s,wicket_status,batter_labels,message,runs_range
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,AD Carr,0,1,0,0,0,out,AD Carr (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,AJ Macleod,0,1,0,0,0,out,AJ Macleod (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,CL Griffith,15,25,60,0,0,out,CL Griffith (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,E Thorpe,12,15,80,0,0,not out,E Thorpe (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,G Scrivens,26,75,34.67,0,0,out,G Scrivens (Sunrisers),vs Western Storm (05/09/2020),20-49
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,GKS Gole,4,13,30.77,0,0,out,GKS Gole (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,J Gardner,54,82,65.85,1,0,out,J Gardner (Sunrisers),vs Western Storm (05/09/2020),50-99
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,KJ Wolfe,3,10,30,0,0,out,KJ Wolfe (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,KS Castle,8,17,47.06,0,0,out,KS Castle (Sunrisers),vs Western Storm (05/09/2020),<20
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,ND Dattani,27,50,54,0,0,out,ND Dattani (Sunrisers),vs Western Storm (05/09/2020),20-49
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,Sonali Patel,0,3,0,0,0,out,Sonali Patel (Sunrisers),vs Western Storm (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,AD Presland,4,9,44.44,0,0,not out,AD Presland (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,AJ Freeborn,34,45,75.56,0,0,out,AJ Freeborn (Lightning),vs Northern Diamonds (05/09/2020),20-49
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,B Ellis,21,29,72.41,0,0,out,B Ellis (Lightning),vs Northern Diamonds (05/09/2020),20-49
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,G Ballinger,5,13,38.46,0,0,out,G Ballinger (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,KE Bryce,7,12,58.33,0,0,out,KE Bryce (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,LF Higham,5,17,29.41,0,0,out,LF Higham (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,LG Kellogg,0,2,0,0,0,out,LG Kellogg (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,N Harman,21,35,60,0,0,out,N Harman (Lightning),vs Northern Diamonds (05/09/2020),20-49
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,S Pai,9,19,47.37,0,0,out,S Pai (Lightning),vs Northern Diamonds (05/09/2020),<20
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,SJ Bryce,51,76,67.11,1,0,out,SJ Bryce (Lightning),vs Northern Diamonds (05/09/2020),50-99
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,T Graves,37,62,59.68,0,0,out,T Graves (Lightning),vs Northern Diamonds (05/09/2020),20-49
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,A Campbell,43,49,87.76,0,0,out,A Campbell (Northern Diamonds),vs Lightning (05/09/2020),20-49
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,AL MacDonald,1,2,50,0,0,out,AL MacDonald (Northern Diamonds),vs Lightning (05/09/2020),<20
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,BA Langston,37,49,75.51,0,0,out,BA Langston (Northern Diamonds),vs Lightning (05/09/2020),20-49
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,BAM Heath,11,19,57.89,0,0,out,BAM Heath (Northern Diamonds),vs Lightning (05/09/2020),<20
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,HJ Armitage,30,58,51.72,0,0,out,HJ Armitage (Northern Diamonds),vs Lightning (05/09/2020),20-49
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,JL Gunn,50,76,65.79,1,0,not out,JL Gunn (Northern Diamonds),vs Lightning (05/09/2020),50-99
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,L Tipton,14,24,58.33,0,0,out,L Tipton (Northern Diamonds),vs Lightning (05/09/2020),<20
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,PC Graham,15,16,93.75,0,0,not out,PC Graham (Northern Diamonds),vs Lightning (05/09/2020),<20
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,RHM Hopkins,1,21,4.76,0,0,out,RHM Hopkins (Northern Diamonds),vs Lightning (05/09/2020),<20
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,SL Kalis,0,2,0,0,0,out,SL Kalis (Northern Diamonds),vs Lightning (05/09/2020),<20
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,AZ Monaghan,2,4,50,0,0,not out,AZ Monaghan (Southern Vipers),vs South East Stars (05/09/2020),<20
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,CE Dean,28,46,60.87,0,0,out,CE Dean (Southern Vipers),vs South East Stars (05/09/2020),20-49
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,CE Rudd,21,29,72.41,0,0,out,CE Rudd (Southern Vipers),vs South East Stars (05/09/2020),20-49
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,CM Taylor,1,1,100,0,0,not out,CM Taylor (Southern Vipers),vs South East Stars (05/09/2020),<20
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,EM McCaughan,50,83,60.24,1,0,out,EM McCaughan (Southern Vipers),vs South East Stars (05/09/2020),50-99
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,ER Chandler,5,6,83.33,0,0,out,ER Chandler (Southern Vipers),vs South East Stars (05/09/2020),<20
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,GL Adams,44,70,62.86,0,0,out,GL Adams (Southern Vipers),vs South East Stars (05/09/2020),20-49
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,ME Bouchier,28,36,77.78,0,0,out,ME Bouchier (Southern Vipers),vs South East Stars (05/09/2020),20-49
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,PJ Scholfield,13,25,52,0,0,out,PJ Scholfield (Southern Vipers),vs South East Stars (05/09/2020),<20
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,TG Norris,7,8,87.5,0,0,out,TG Norris (Southern Vipers),vs South East Stars (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,A Capsey,12,29,41.38,0,0,out,A Capsey (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,A Cranstone,28,55,50.91,0,0,out,A Cranstone (South East Stars),vs Southern Vipers (05/09/2020),20-49
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,AG Gordon,2,20,10,0,0,not out,AG Gordon (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,E Gray,3,13,23.08,0,0,out,E Gray (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,HV Jones,19,38,50,0,0,out,HV Jones (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,KE White,10,26,38.46,0,0,out,KE White (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,M Blythin,6,21,28.57,0,0,out,M Blythin (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,MS Belt,0,6,0,0,0,out,MS Belt (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,NE Farrant,1,4,25,0,0,out,NE Farrant (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,R Southby,5,6,83.33,0,0,out,R Southby (South East Stars),vs Southern Vipers (05/09/2020),<20
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,SE Rowe,1,11,9.09,0,0,out,SE Rowe (South East Stars),vs Southern Vipers (05/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,A Campbell,15,12,125,0,0,out,A Campbell (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,AL MacDonald,92,113,81.42,1,0,out,AL MacDonald (Northern Diamonds),vs Thunder (10/09/2020),50-99
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,BA Langston,1,7,14.29,0,0,out,BA Langston (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,BAM Heath,23,22,104.55,0,0,out,BAM Heath (Northern Diamonds),vs Thunder (10/09/2020),20-49
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,HJ Armitage,10,25,40,0,0,out,HJ Armitage (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,HL Fenby,6,5,120,0,0,not out,HL Fenby (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,JL Gunn,29,45,64.44,0,0,out,JL Gunn (Northern Diamonds),vs Thunder (10/09/2020),20-49
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,PC Graham,29,28,103.57,0,0,not out,PC Graham (Northern Diamonds),vs Thunder (10/09/2020),20-49
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,RHM Hopkins,16,51,31.37,0,0,out,RHM Hopkins (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,SL Kalis,0,3,0,0,0,out,SL Kalis (Northern Diamonds),vs Thunder (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,A Hartley,14,18,77.78,0,0,not out,A Hartley (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,AE Dyson,25,54,46.3,0,0,not out,AE Dyson (Thunder),vs Northern Diamonds (10/09/2020),20-49
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,DL Collins,18,39,46.15,0,0,out,DL Collins (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,E Threlkeld,16,26,61.54,0,0,out,E Threlkeld (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,GEB Boyce,0,6,0,0,0,out,GEB Boyce (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Heap,15,24,62.5,0,0,out,L Heap (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Jackson,22,97,22.68,0,0,out,L Jackson (Thunder),vs Northern Diamonds (10/09/2020),20-49
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Marshall,20,42,47.62,0,0,out,L Marshall (Thunder),vs Northern Diamonds (10/09/2020),20-49
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,N Brown,5,10,50,0,0,out,N Brown (Thunder),vs Northern Diamonds (10/09/2020),<20
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,R Duckworth,2,8,25,0,0,out,R Duckworth (Thunder),vs Northern Diamonds (10/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,A Capsey,3,22,13.64,0,0,out,A Capsey (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,A Cranstone,17,27,62.96,0,0,out,A Cranstone (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,AG Gordon,0,1,0,0,0,out,AG Gordon (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,E Gray,1,3,33.33,0,0,out,E Gray (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,GJ Gibbs,5,5,100,0,0,out,GJ Gibbs (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,HV Jones,28,30,93.33,0,0,out,HV Jones (South East Stars),vs Western Storm (11/09/2020),20-49
1229339,2020,11-09-2020,1,South East Stars,Western Storm,KE White,50,86,58.14,1,0,out,KE White (South East Stars),vs Western Storm (11/09/2020),50-99
1229339,2020,11-09-2020,1,South East Stars,Western Storm,M Blythin,50,93,53.76,1,0,out,M Blythin (South East Stars),vs Western Storm (11/09/2020),50-99
1229339,2020,11-09-2020,1,South East Stars,Western Storm,MS Belt,5,2,250,0,0,not out,MS Belt (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,NE Farrant,10,41,24.39,0,0,out,NE Farrant (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,1,South East Stars,Western Storm,R Southby,10,13,76.92,0,0,not out,R Southby (South East Stars),vs Western Storm (11/09/2020),<20
1229339,2020,11-09-2020,2,Western Storm,South East Stars,FMK Morris,0,3,0,0,0,out,FMK Morris (Western Storm),vs South East Stars (11/09/2020),<20
1229339,2020,11-09-2020,2,Western Storm,South East Stars,GM Hennessy,86,106,81.13,1,0,out,GM Hennessy (Western Storm),vs South East Stars (11/09/2020),50-99
1229339,2020,11-09-2020,2,Western Storm,South East Stars,LA Parfitt,18,38,47.37,0,0,out,LA Parfitt (Western Storm),vs South East Stars (11/09/2020),<20
1229339,2020,11-09-2020,2,Western Storm,South East Stars,NAJ Wraith,0,1,0,0,0,not out,NAJ Wraith (Western Storm),vs South East Stars (11/09/2020),<20
1229339,2020,11-09-2020,2,Western Storm,South East Stars,SN Luff,104,133,78.2,0,1,not out,SN Luff (Western Storm),vs South East Stars (11/09/2020),>=100
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,AZ Monaghan,8,19,42.11,0,0,out,AZ Monaghan (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CE Dean,39,42,92.86,0,0,out,CE Dean (Southern Vipers),vs Sunrisers (11/09/2020),20-49
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CE Rudd,19,27,70.37,0,0,out,CE Rudd (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CM Taylor,12,14,85.71,0,0,not out,CM Taylor (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,E Windsor,14,43,32.56,0,0,out,E Windsor (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,EM McCaughan,8,12,66.67,0,0,out,EM McCaughan (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,GL Adams,89,109,81.65,1,0,out,GL Adams (Southern Vipers),vs Sunrisers (11/09/2020),50-99
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,ME Bouchier,18,23,78.26,0,0,out,ME Bouchier (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,PAC Cowdrill,4,6,66.67,0,0,out,PAC Cowdrill (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,PJ Scholfield,8,13,61.54,0,0,out,PJ Scholfield (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,TG Norris,0,3,0,0,0,out,TG Norris (Southern Vipers),vs Sunrisers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,AD Carr,0,2,0,0,0,out,AD Carr (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,AJ Macleod,35,49,71.43,0,0,out,AJ Macleod (Sunrisers),vs Southern Vipers (11/09/2020),20-49
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,CL Griffith,1,2,50,0,0,out,CL Griffith (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,E Thorpe,11,11,100,0,0,out,E Thorpe (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,G Scrivens,13,28,46.43,0,0,out,G Scrivens (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,J Gardner,39,56,69.64,0,0,out,J Gardner (Sunrisers),vs Southern Vipers (11/09/2020),20-49
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KJ Wolfe,7,11,63.64,0,0,out,KJ Wolfe (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KL Midwood,12,20,60,0,0,not out,KL Midwood (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KS Castle,24,50,48,0,0,out,KS Castle (Sunrisers),vs Southern Vipers (11/09/2020),20-49
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,ND Dattani,20,37,54.05,0,0,out,ND Dattani (Sunrisers),vs Southern Vipers (11/09/2020),20-49
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,Sonali Patel,4,12,33.33,0,0,out,Sonali Patel (Sunrisers),vs Southern Vipers (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,AJ Freeborn,36,40,90,0,0,out,AJ Freeborn (Lightning),vs Central Sparks (11/09/2020),20-49
1229341,2020,11-09-2020,1,Lightning,Central Sparks,B Ellis,62,104,59.62,1,0,out,B Ellis (Lightning),vs Central Sparks (11/09/2020),50-99
1229341,2020,11-09-2020,1,Lightning,Central Sparks,KE Bryce,10,23,43.48,0,0,out,KE Bryce (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,LF Higham,15,15,100,0,0,out,LF Higham (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,LG Kellogg,1,8,12.5,0,0,not out,LG Kellogg (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,N Harman,7,5,140,0,0,out,N Harman (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,S Pai,7,8,87.5,0,0,out,S Pai (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,1,Lightning,Central Sparks,SJ Bryce,75,103,72.82,1,0,out,SJ Bryce (Lightning),vs Central Sparks (11/09/2020),50-99
1229341,2020,11-09-2020,1,Lightning,Central Sparks,T Graves,1,3,33.33,0,0,out,T Graves (Lightning),vs Central Sparks (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,Anisha Patel,2,2,100,0,0,not out,Anisha Patel (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CAE Hill,6,27,22.22,0,0,out,CAE Hill (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CK Boycott,33,60,55,0,0,not out,CK Boycott (Central Sparks),vs Lightning (11/09/2020),20-49
1229341,2020,11-09-2020,2,Central Sparks,Lightning,E Jones,10,21,47.62,0,0,out,E Jones (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,EA Russell,1,1,100,0,0,out,EA Russell (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,EL Arlott,19,20,95,0,0,out,EL Arlott (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,GK Davis,3,7,42.86,0,0,out,GK Davis (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,GM Davies,50,71,70.42,1,0,out,GM Davies (Central Sparks),vs Lightning (11/09/2020),50-99
1229341,2020,11-09-2020,2,Central Sparks,Lightning,M Home,2,5,40,0,0,out,M Home (Central Sparks),vs Lightning (11/09/2020),<20
1229341,2020,11-09-2020,2,Central Sparks,Lightning,Marie Kelly,53,92,57.61,1,0,out,Marie Kelly (Central Sparks),vs Lightning (11/09/2020),50-99
1229341,2020,11-09-2020,2,Central Sparks,Lightning,P Davies,8,26,30.77,0,0,out,P Davies (Central Sparks),vs Lightning (11/09/2020),<20
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,EM McCaughan,63,99,63.64,1,0,out,EM McCaughan (Southern Vipers),vs Western Storm (13/09/2020),50-99
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,GL Adams,154,163,94.48,0,1,not out,GL Adams (Southern Vipers),vs Western Storm (13/09/2020),>=100
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,ME Bouchier,50,47,106.38,1,0,not out,ME Bouchier (Southern Vipers),vs Western Storm (13/09/2020),50-99
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,A Griffiths,15,11,136.36,0,0,out,A Griffiths (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,E Corney,12,15,80,0,0,out,E Corney (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,EM Edgcombe,10,10,100,0,0,out,EM Edgcombe (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,FMK Morris,33,46,71.74,0,0,out,FMK Morris (Western Storm),vs Southern Vipers (13/09/2020),20-49
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,GM Hennessy,4,7,57.14,0,0,out,GM Hennessy (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,L Filer,3,6,50,0,0,not out,L Filer (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,LA Parfitt,10,24,41.67,0,0,out,LA Parfitt (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,N Holland,8,11,72.73,0,0,out,N Holland (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,NAJ Wraith,68,75,90.67,1,0,out,NAJ Wraith (Western Storm),vs Southern Vipers (13/09/2020),50-99
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,S Hutchins,4,11,36.36,0,0,out,S Hutchins (Western Storm),vs Southern Vipers (13/09/2020),<20
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,SN Luff,79,89,88.76,1,0,out,SN Luff (Western Storm),vs Southern Vipers (13/09/2020),50-99
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,AD Carr,6,15,40,0,0,out,AD Carr (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,AJ Macleod,3,6,50,0,0,out,AJ Macleod (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,CL Griffith,27,47,57.45,0,0,out,CL Griffith (Sunrisers),vs South East Stars (13/09/2020),20-49
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,G Scrivens,16,29,55.17,0,0,out,G Scrivens (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,H Brown,16,47,34.04,0,0,out,H Brown (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,J Gardner,30,57,52.63,0,0,out,J Gardner (Sunrisers),vs South East Stars (13/09/2020),20-49
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,KJ Wolfe,1,7,14.29,0,0,out,KJ Wolfe (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,KL Midwood,27,45,60,0,0,out,KL Midwood (Sunrisers),vs South East Stars (13/09/2020),20-49
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,KS Castle,0,3,0,0,0,out,KS Castle (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,ND Dattani,33,44,75,0,0,out,ND Dattani (Sunrisers),vs South East Stars (13/09/2020),20-49
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,Sonali Patel,9,11,81.82,0,0,not out,Sonali Patel (Sunrisers),vs South East Stars (13/09/2020),<20
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,A Capsey,73,75,97.33,1,0,not out,A Capsey (South East Stars),vs Sunrisers (13/09/2020),50-99
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,A Cranstone,46,74,62.16,0,0,out,A Cranstone (South East Stars),vs Sunrisers (13/09/2020),20-49
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,AG Gordon,7,19,36.84,0,0,out,AG Gordon (South East Stars),vs Sunrisers (13/09/2020),<20
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,C Brewer,40,51,78.43,0,0,out,C Brewer (South East Stars),vs Sunrisers (13/09/2020),20-49
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,KE White,5,10,50,0,0,out,KE White (South East Stars),vs Sunrisers (13/09/2020),<20
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,SE Rowe,1,5,20,0,0,not out,SE Rowe (South East Stars),vs Sunrisers (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,A Hartley,4,13,30.77,0,0,not out,A Hartley (Thunder),vs Lightning (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,AE Dyson,4,8,50,0,0,out,AE Dyson (Thunder),vs Lightning (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,DL Collins,7,27,25.93,0,0,out,DL Collins (Thunder),vs Lightning (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,E Threlkeld,4,23,17.39,0,0,out,E Threlkeld (Thunder),vs Lightning (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,GEB Boyce,31,57,54.39,0,0,out,GEB Boyce (Thunder),vs Lightning (13/09/2020),20-49
1229344,2020,13-09-2020,1,Thunder,Lightning,HE Jones,4,7,57.14,0,0,not out,HE Jones (Thunder),vs Lightning (13/09/2020),<20
1229344,2020,13-09-2020,1,Thunder,Lightning,L Heap,1,2,50,0,0,out,L Heap (Thunder),vs Lightning (13/09/2020),<20
